"ID","Title","URL","Date_Published"
"10-34","Research and Development Satellite Account, 2010","http://bea.gov/newsreleases/general/rd/2010/rdspend10.htm",06/30/10
"10-33","Personal Income and Outlays, May 2010","http://bea.gov/newsreleases/national/pi/2010/pi0510.htm",06/28/10
"10-31","Gross Domestic Product, 1st quarter 2010 (third estimate) | Corporate Profits, 1st quarter 2010 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp1q10_3rd.htm",06/25/10
"10-32","U.S. International Investment Position, 2009","http://bea.gov/newsreleases/international/intinv/2010/intinv09.htm",06/25/10
"10-30","Travel and Tourism Satellite Accounts, 1st quarter 2010","http://bea.gov/newsreleases/industry/tourism/2010/tour110.htm",06/22/10
"10-29","State Quarterly Personal Income, 1st quarter 2009-1st quarter 2010","http://bea.gov/newsreleases/regional/spi/2010/spi0610.htm",06/18/10
"500 error","U.S. International Transactions: First Quarter 2010","http://bea.gov/newsreleases/international/transactions/2010/trans110.htm",06/17/10
"10-27","Gross Domestic Product for Guam","http://bea.gov/newsreleases/general/terr/2010/guam_061310.htm",06/13/10
"10-25","U.S. International Trade in Goods and Services, April 2010","http://bea.gov/newsreleases/international/trade/2010/trad0410.htm",06/10/10
"10-26","U.S. International Trade in Goods and Services, 2009 annual revision","http://bea.gov/newsreleases/international/trade/2010/trad1310.htm",06/10/10
"10-24","Gross Domestic Product for the Commonwealth of the Northern Mariana Islands","http://bea.gov/newsreleases/general/terr/2010/cnmi_060710.htm",06/07/10
"10-23","Personal Income and Outlays, April 2010","http://bea.gov/newsreleases/national/pi/2010/pi0410.htm",05/28/10
"10-22","Gross Domestic Product, 1st quarter 2010 (second estimate) | Corporate Profits, 1st quarter 2010 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp1q10_2nd.htm",05/27/10
"10-21","Advance Gross Domestic Product by Industry, 2009","http://bea.gov/newsreleases/industry/gdpindustry/2010/gdpind09.htm",05/25/10
"10-20","U.S. International Trade in Goods and Services, March 2010","http://bea.gov/newsreleases/international/trade/2010/trad0310.htm",05/12/10
"10-19","Gross Domestic Product for American Samoa","http://bea.gov/newsreleases/general/terr/2010/asgdp_051010.htm",05/10/10
"10-18","GDP for American Samoa, the Commonwealth of the Northern Mariana Islands, Guam, and the U.S. Virgin Islands","http://bea.gov/newsreleases/general/2010/territory_0310.htm",05/05/10
"10-17","Personal Income and Outlays, March 2010","http://bea.gov/newsreleases/national/pi/2010/pi0310.htm",05/03/10
"10-16","Gross Domestic Product, 1st quarter 2010 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp1q10_adv.htm",04/30/10
"10-15","Local Area Personal Income, 2008","http://bea.gov/newsreleases/regional/lapi/2010/lapi0410.htm",04/22/10
"10-14","Summary Estimates for Multinational Companies, 2008","http://bea.gov/newsreleases/international/mnc/2010/mnc2008.htm",04/16/10
"10-13","U.S. International Trade in Goods and Services, February 2010","http://bea.gov/newsreleases/international/trade/2010/trad0210.htm",04/13/10
"10-12","Personal Income and Outlays, February 2010","http://bea.gov/newsreleases/national/pi/2010/pi0210.htm",03/29/10
"10-11","Gross Domestic Product, 4th quarter 2009 (third estimate); Corporate Profits, 4th quarter 2009","http://bea.gov/newsreleases/national/gdp/2010/gdp4q09_3rd.htm",03/26/10
"10-10","State Quarterly Personal Income, 1st quarter 2006-4th quarter 2009; State Annual Personal Income, 2009 (preliminary estimate)","http://bea.gov/newsreleases/regional/spi/2010/spi0310.htm",03/25/10
"10-09","Travel and Tourism Satellite Accounts, 4th Quarter and Annual 2009","http://bea.gov/newsreleases/industry/tourism/2010/tour409.htm",03/19/10
"500 error","U.S. International Transactions: Fourth Quarter 2009","http://bea.gov/newsreleases/international/transactions/2010/trans409.htm",03/18/10
"500 error","U.S. International Trade in Goods and Services, January 2010","http://bea.gov/newsreleases/international/trade/2010/trad0110.htm",03/11/10
"500 error","Personal Income and Outlays, January 2010","http://bea.gov/newsreleases/national/pi/2010/pi0110.htm",03/01/10
"500 error","Gross Domestic Product, 4th quarter 2009 (second estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp4q09_2nd.htm",02/26/10
"500 error","U.S. International Trade in Goods and Services, December 2009","http://bea.gov/newsreleases/international/trade/2010/trad1209.htm",02/10/10
"500 error","Personal Income and Outlays, December 2009","http://bea.gov/newsreleases/national/pi/2010/pi1209.htm",02/01/10
"500 error","Gross Domestic Product, 4th quarter 2009 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp4q09_adv.htm",01/29/10
"500 error","U.S. International Trade in Goods and Services, November 2009","http://bea.gov/newsreleases/international/trade/2010/trad1109.htm",01/12/10
"500 error","Personal Income and Outlays, November 2009","http://bea.gov/newsreleases/national/pi/2009/pi1109.htm",12/23/09
"500 error","Gross Domestic Product, 3rd quarter 2009 (third estimate); Corporate Profits, 3rd quarter 2009 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2009/gdp3q09_3rd.htm; http://bea.gov/newsreleases/national/gdp/2009/gdp3q09_3rd.htm",12/22/09
"500 error","County Estimates of Compensation by Industry, 2006-2008","http://bea.gov/newsreleases/regional/comp/2009/comp1209.htm",12/21/09
"500 error","State Personal Income: Third Quarter 2009 [12/17/09]","http://bea.gov/newsreleases/regional/spi/2009/spi1209.htm",12/23/09
"500 error","U.S. International Transactions: Third Quarter 2009","http://bea.gov/newsreleases/international/transactions/2009/trans309.htm",12/16/09
"500 error","Travel and Tourism Satellite Accounts, 3rd Quarter 2009","http://bea.gov/newsreleases/industry/tourism/2009/tour309.htm",12/15/09
"500 error","U.S. International Trade in Goods and Services, October 2009","http://bea.gov/newsreleases/international/trade/2009/trad1009.htm",12/10/09
"500 error","Personal Income and Outlays, October 2009","http://bea.gov/newsreleases/national/pi/2009/pi1009.htm",11/25/09
"500 error","Gross Domestic Product, 3rd quarter 2009 (second estimate); Corporate Profits, 3rd quarter 2009 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2009/gdp3q09_2nd.htm; http://bea.gov/newsreleases/national/gdp/2009/gdp3q09_2nd.htm",11/24/09
"500 error","U.S. International Trade in Goods and Services, September 2009","http://bea.gov/newsreleases/international/trade/2009/trad0909.htm",11/13/09
"500 error","Personal Income and Outlays, September 2009","http://bea.gov/newsreleases/national/pi/2009/pi0909.htm",10/30/09
"500 error","Gross Domestic Product: Third Quarter 2009 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2009/gdp3q09_adv.htm",10/28/09
"500 error","State Personal Income: Second Quarter 2009","http://bea.gov/newsreleases/regional/spi/2009/spi1009.htm",10/16/09
"500 error","U.S. International Trade in Goods and Services, August 2009","http://bea.gov/newsreleases/international/trade/2009/trad0809.htm",10/09/09
"500 error","Personal Income and Outlays, August 2009","http://bea.gov/newsreleases/national/pi/2009/pi0809.htm",10/01/09
"500 error","Gross Domestic Product: Second Quarter 2009 (Third Estimate)","http://bea.gov/newsreleases/national/gdp/2009/gdp2q09_3rd.htm",09/30/09
"500 error","GDP by Metropolitan Area, Accelerated 2008, 2007, and Revised 2005 – 2006","http://bea.gov/newsreleases/regional/gdp_metro/2009/gdp_metro0909.htm",09/24/09
"500 error","Travel and Tourism Satellite Accounts, 2nd Quarter 2009","http://bea.gov/newsreleases/industry/tourism/2009/tour209.htm",09/23/09
"500 error","U.S. International Trade in Goods and Services, July 2009","http://bea.gov/newsreleases/international/trade/2009/trad0709.htm",09/10/09
"500 error","Personal Income and Outlays, July 2009","http://bea.gov/newsreleases/national/pi/2009/pi0709.htm",08/28/09
"500 error","Gross Domestic Product and Corporate Profits: Second Quarter 2009 (Second Estimate)","http://bea.gov/newsreleases/national/gdp/2009/gdp2q09_2nd.htm",08/27/09
"500 error","U.S. International Trade in Goods and Services, June 2009","http://bea.gov/newsreleases/international/trade/2009/trad0609.htm",08/12/09
"500 error","Personal Income for Metropolitan Areas, 2008","http://bea.gov/newsreleases/regional/mpi/2009/mpi0809.htm",08/06/09
"500 error","Personal Income and Outlays, June 2009","http://bea.gov/newsreleases/national/pi/2009/pi0609.htm",08/04/09
"500 error","Gross Domestic Product: Second Quarter 2009 (Advance Estimate) | Comprehensive Revision: 1929 Through First Quarter 2009","http://bea.gov/newsreleases/national/gdp/2009/gdp2q09_adv.htm",07/31/09
"500 error","U.S. International Trade in Goods and Services, May 2009","http://bea.gov/newsreleases/international/trade/2009/trad0509.htm",07/10/09
"500 error","Gross Domestic Product, 1st quarter 2009 (preliminary) and Corporate Profits","http://bea.gov/newsreleases/national/gdp/2009/gdp109p.htm",05/29/09
"500 error","U.S. International Trade in Goods and Services: March 2009","http://bea.gov/newsreleases/international/trade/2009/trad0309.htm",05/12/09
"500 error","Gross Domestic Product, Fourth Quarter 2008 (advance)","http://bea.gov/newsreleases/national/gdp/2009/gdp408a.htm",01/30/09
"500 error","U.S. International Trade in Goods and Services: November 2008","http://bea.gov/newsreleases/international/trade/2009/trad1108.htm",01/13/09
"500 error","Personal Income and Outlays, May 2009","http://bea.gov/newsreleases/national/pi/2009/pi0509.htm",06/26/09
"500 error","U.S. International Investment Position, 2008","http://bea.gov/newsreleases/international/intinv/2009/intinv08.htm",06/26/09
"500 error","Gross Domestic Product, 1st quarter 2009 (final) and Corporate Profits","http://bea.gov/newsreleases/national/gdp/2009/gdp109f.htm",06/25/09
"500 error","State Quarterly Personal Income, 1st quarter 2008-1st quarter 2009","http://bea.gov/newsreleases/regional/spi/2009/spi0609.htm",06/18/09
"500 error","U.S. International Transactions: First Quarter 2009","http://bea.gov/newsreleases/international/transactions/2009/trans109.htm",06/17/09
"500 error","Travel and Tourism Satellite Accounts, 1st Quarter and Annual 2009","http://bea.gov/newsreleases/industry/tourism/2009/tour109.htm",06/16/09
"500 error","U.S. International Trade in Goods and Services, April 2009","http://bea.gov/newsreleases/international/trade/2009/trad0409.htm",06/10/09
"500 error","Foreign Investors' Spending, 2008","http://bea.gov/newsreleases/international/fdi/2009/fdi08.htm",06/04/09
"500 error","Gross Domestic Product by State, advance 2008 and revised 2005-2007","http://bea.gov/newsreleases/regional/gdp_state/2009/gsp0609.htm",06/02/09
"500 error","Personal Income and Outlays, April 2009","http://bea.gov/newsreleases/national/pi/2009/pi0409.htm",06/01/09
"500 error","Personal Income and Outlays, March 2009","http://bea.gov/newsreleases/national/pi/2009/pi0309.htm",04/30/09
"500 error","Gross Domestic Product, 1st quarter 2009 (advance)","http://bea.gov/newsreleases/national/gdp/2009/gdp109a.htm",04/29/09
"500 error","Advance Gross Domestic Product by Industry, 2008","http://bea.gov/newsreleases/industry/gdpindustry/2009/gdpind08.htm",04/28/09
"500 error","Local Area Personal Income, 2007","http://bea.gov/newsreleases/regional/lapi/2009/lapi0409.htm",04/23/09
"500 error","Summary Estimates for Multinational Companies, 2007","http://bea.gov/newsreleases/international/mnc/2009/mnc2007.htm",04/17/09
"500 error","U.S. International Trade in Goods and Services: February 2009","http://bea.gov/newsreleases/international/trade/2009/trad0209.htm",04/09/09
"500 error","Personal Income and Outlays, February 2009","http://bea.gov/newsreleases/national/pi/2009/pi0209.htm",03/27/09
"500 error","Gross Domestic Product, Fourth Quarter 2008 (final) and Corporate Profits","http://bea.gov/newsreleases/national/gdp/2009/gdp408f.htm",03/26/09
"500 error","State Quarterly Personal Income, 1st quarter 2005-4th quarter 2008; State Annual Personal Income, 2008 (preliminary)","http://bea.gov/newsreleases/regional/spi/2009/spi0309.htm",03/24/09
"500 error","Travel and Tourism Satellite Accounts, 4th Quarter and Annual 2008","http://bea.gov/newsreleases/industry/tourism/2009/tour408.htm",03/19/09
"500 error","U.S. International Transactions: Fourth Quarter 2008","http://bea.gov/newsreleases/international/transactions/2009/trans408.htm",03/18/09
"500 error","U.S. International Trade in Goods and Services: January 2009","http://bea.gov/newsreleases/international/trade/2009/trad0109.htm",03/13/09
"500 error","Personal Income and Outlays, January 2009","http://bea.gov/newsreleases/national/pi/2009/pi0109.htm",03/02/09
"500 error","Gross Domestic Product, Fourth Quarter 2008 (preliminary)","http://bea.gov/newsreleases/national/gdp/2009/gdp408p.htm",02/27/09
"500 error","U.S. International Trade in Goods and Services: December 2008","http://bea.gov/newsreleases/international/trade/2009/trad1208.htm",02/11/09
"500 error","Personal Income and Outlays, December 2008","http://bea.gov/newsreleases/national/pi/2009/pi1208.htm",02/02/09
"500 error","Personal Income and Outlays, November 2008","http://bea.gov/newsreleases/national/pi/2008/pi1108.htm ",12/24/08
"500 error","Gross Domestic Product and Corporate Profits, Third Quarter 2008 (final)","http://bea.gov/newsreleases/national/gdp/2008/gdp308f.htm",12/23/08
"500 error","County Estimates of Compensation by Industry, 2005-2007","http://bea.gov/newsreleases/regional/comp/2008/comp1208.htm",12/22/08
"500 error","State Quarterly Personal Income, 3rd Quarter 2008","http://bea.gov/newsreleases/regional/spi/2008/spi1208.htm",12/18/08
"500 error","Travel and Tourism Satellite Accounts, 3rd quarter 2008","http://bea.gov/newsreleases/industry/tourism/2008/tour308.htm",12/17/08
"500 error","U.S. International Transactions, 3rd quarter 2008","http://bea.gov/newsreleases/international/transactions/2008/trans308.htm",12/17/08
"500 error","Revised Statistics of Gross Domestic Product by Industry, 2005-2007","http://bea.gov/newsreleases/industry/gdpindustry/2008/gdpind07_rev.htm",12/15/08
"500 error","U.S. International Trade in Goods and Services: October 2008","http://bea.gov/newsreleases/international/trade/2008/trad1008.htm",12/11/08
"500 error","Personal Income and Outlays, October 2008","http://bea.gov/newsreleases/national/pi/2008/pi1008.htm",11/26/08
"500 error","Gross Domestic Product and Corporate Profits, Third Quarter 2008 (preliminary)","http://bea.gov/newsreleases/national/gdp/2008/gdp308p.htm",11/25/08
"500 error","U.S. International Trade in Goods and Services: September 2008","http://bea.gov/newsreleases/international/trade/2008/trad0908.htm",11/13/08
"500 error","Personal Income and Outlays, September 2008","http://bea.gov/newsreleases/national/pi/2008/pi0908.htm",10/31/08
"500 error","Gross Domestic Product, Third Quarter 2008 (advance)","http://bea.gov/newsreleases/national/gdp/2008/gdp308a.htm",10/30/08
"500 error","U.S. International Trade in Goods and Services: August 2008","http://bea.gov/newsreleases/international/trade/2008/trad0808.htm",10/10/08
"500 error","Personal Income and Outlays, August 2008","http://bea.gov/newsreleases/national/pi/2008/pi0808.htm",09/29/08
"500 error","Gross Domestic Product and Corporate Profits, Second Quarter 2008 (final)","http://bea.gov/newsreleases/national/gdp/2008/gdp208f.htm",09/26/08
"500 error","Gross Domestic Product by Metropolitan Area, 2006, and Revised 2004-2005","http://bea.gov/newsreleases/regional/gdp_metro/2008/gdp_metro0908.htm",09/25/08
"500 error","Travel and Tourism Satellite Accounts, 2nd quarter 2008","http://bea.gov/newsreleases/industry/tourism/2008/tour208.htm",09/24/08
"500 error","State Quarterly Personal Income, 2nd Quarter 2008","http://bea.gov/newsreleases/regional/spi/2008/spi0908.htm",09/18/08
"500 error","U.S. International Transactions: Second Quarter 2008","http://bea.gov/newsreleases/international/transactions/2008/trans208.htm",09/17/08
"500 error","U.S. International Trade in Goods and Services: July 2008","http://bea.gov/newsreleases/international/trade/2008/trad0708.htm",09/11/08
"500 error","Personal Income and Outlays, July 2008","http://bea.gov/newsreleases/national/pi/2008/pi0708.htm",08/29/08
"500 error","Gross Domestic Product and Corporate Profits, Second Quarter 2008 (preliminary)","http://bea.gov/newsreleases/national/gdp/2008/gdp208p.htm",08/28/08
"500 error","Personal Income for Metropolitan Areas, 2007","http://bea.gov/newsreleases/regional/mpi/2008/mpi0808.htm",08/07/08
"500 error","Personal Income and Outlays, June 2008","http://bea.gov/newsreleases/national/pi/2008/pi0608.htm",08/04/08
"500 error","Gross Domestic Product, Second Quarter 2008 (advance)","http://bea.gov/newsreleases/national/gdp/2008/gdp208a.htm",07/31/08
"500 error","U.S. International Trade in Goods and Services: May 2008","http://bea.gov/newsreleases/international/trade/2008/trad0508.htm",07/11/08
"500 error","Gross Domestic Product by State, advance 2007 and revised 2004-2006","http://bea.gov/newsreleases/regional/gdp_state/2008/gsp0608.htm",06/05/08
"500 error","Foreign Investors' Spending, 2007","http://bea.gov/newsreleases/international/fdi/2008/fdi07.htm",06/04/08
"500 error","Personal Income and Outlays, May 2008","http://bea.gov/newsreleases/national/pi/2008/pi0508.htm",06/27/08
"500 error","U.S. International Investment Position, 2007","http://bea.gov/newsreleases/international/intinv/2008/intinv07.htm",06/27/08
"500 error","Gross Domestic Product and Corporate Profits, First Quarter 2008 (final)","http://bea.gov/newsreleases/national/gdp/2008/gdp108f.htm",06/26/08
"500 error","State Quarterly Personal Income, 1st quarter 2007-1st quarter 2008","http://bea.gov/newsreleases/regional/spi/2008/spi0608.htm",06/19/08
"500 error","Travel and Tourism Satellite Accounts, 1st quarter 2008","http://bea.gov/newsreleases/industry/tourism/2008/tour108.htm",06/18/08
"500 error","U.S. International Transactions: First Quarter 2008","http://bea.gov/newsreleases/international/transactions/2008/trans108.htm",06/17/08
"500 error","U.S. International Trade in Goods and Services: April 2008","http://bea.gov/newsreleases/international/trade/2008/trad0408.htm",06/10/08
"500 error","U.S. International Trade in Goods and Services: Annual Revision for 2007","http://bea.gov/newsreleases/international/trade/2008/trad1308.htm",06/10/08
"500 error","Personal Income and Outlays, April 2008","http://bea.gov/newsreleases/national/pi/2008/pi0408.htm",05/30/08
"500 error","Gross Domestic Product and Corporate Profits, First Quarter 2008 (preliminary)","http://bea.gov/newsreleases/national/gdp/2008/gdp108p.htm",05/29/08
"500 error","U.S. International Trade in Goods and Services: March 2008","http://bea.gov/newsreleases/international/trade/2008/trad0308.htm",05/09/08
"500 error","Personal Income and Outlays, March 2008","http://bea.gov/newsreleases/national/pi/2008/pi0308.htm",05/01/08
"500 error","Gross Domestic Product, First Quarter 2008 (advance)","http://bea.gov/newsreleases/national/gdp/2008/gdp108a.htm",04/30/08
"08-17","Gross Domestic Product by Industry (advance)","http://bea.gov/newsreleases/industry/gdpindustry/2008/pdf/gdpind07.pdf",04/29/08
"500 error","Local Area Personal Income, 2006","http://bea.gov/newsreleases/regional/lapi/2008/lapi0408.htm",04/24/08
"500 error","Summary Estimates for Multinational Companies: Employment, Sales, and Capital Expenditures for 2006","http://bea.gov/newsreleases/international/mnc/2008/mnc2006.htm",04/17/08
"500 error","U.S. International Trade in Goods and Services: February 2008","http://bea.gov/newsreleases/international/trade/2008/trad0208.htm",04/10/08
"500 error","Personal Income and Outlays, February 2008","http://bea.gov/newsreleases/national/pi/2008/pi0208.htm",03/28/08
"500 error","Gross Domestic Product and Corporate Profits, Fourth Quarter 2007 (final)","http://bea.gov/newsreleases/national/gdp/2008/gdp407f.htm",03/27/08
"500 error","State Quarterly Personal Income, 1st quarter 2004-4th quarter 2007; State Annual Personal Income, 2007 (preliminary)","http://bea.gov/newsreleases/regional/spi/2008/spi0308.htm",03/26/08
"500 error","Travel and Tourism Satellite Accounts, 4th Quarter and Annual 2007","http://bea.gov/newsreleases/industry/tourism/2008/tour407.htm",03/19/08
"500 error","U.S. International Transactions: Fourth Quarter 2007","http://bea.gov/newsreleases/international/transactions/2008/trans407.htm",03/17/08
"500 error","U.S. International Trade in Goods and Services: January 2008","http://bea.gov/newsreleases/international/trade/2008/trad0108.htm",03/11/08
"500 error","Personal Income and Outlays, January 2008","http://bea.gov/newsreleases/national/pi/2008/pi0108.htm",02/29/08
"500 error","Gross Domestic Product,; Fourth Quarter 2007 (preliminary)","http://bea.gov/newsreleases/national/gdp/2008/gdp407p.htm",02/28/08
"500 error","U.S. International Trade in Goods and Services: December 2007","http://bea.gov/newsreleases/international/trade/2008/trad1207.htm",02/14/08
"500 error","Personal Income and Outlays, December 2007","http://bea.gov/newsreleases/national/pi/2008/pi1207.htm",01/31/08
"500 error","Gross Domestic Product,; Fourth Quarter 2007 (advance)","http://bea.gov/newsreleases/national/gdp/2008/gdp407a.htm",01/30/08
"500 error","Revised Statistics of Gross Domestic Product by Industry, 2004-2006","http://bea.gov/newsreleases/industry/gdpindustry/2008/gdpind06_rev.htm",01/29/08
"500 error","U.S. International Trade in Goods and Services: November 2007","http://bea.gov/newsreleases/international/trade/2008/trad1107.htm",01/11/08
"500 error","Personal Income and Outlays, November 2007","http://bea.gov/newsreleases/national/pi/2007/pi1107.htm",12/21/07
"500 error","County Estimates of Compensation by Industry, 2004-2006","http://bea.gov/newsreleases/regional/comp/2007/comp1207.htm",12/20/07
"500 error","Gross Domestic Product and Corporate Profits: Third Quarter 2007 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2007/gdp307f.htm",12/20/07
"500 error","State Quarterly Personal Income, 1st quarter 2006-3rd quarter 2007","http://bea.gov/newsreleases/regional/spi/2007/spi1207.htm",12/19/07
"500 error","Tourism Satellite Accounts, Third Quarter 2007","http://bea.gov/newsreleases/industry/tourism/2007/tour307.htm",12/18/07
"500 error","U.S. International Transactions: Third Quarter 2007","http://bea.gov/newsreleases/international/transactions/2007/trans307.htm",12/17/07
"500 error","U.S. International Trade in Goods and Services: October 2007","http://bea.gov/newsreleases/international/trade/2007/trad1007.htm",12/12/07
"500 error","Personal Income and Outlays, October 2007","http://bea.gov/newsreleases/national/pi/2007/pi1007.htm",11/30/07
"500 error","Gross Domestic Product and Corporate Profits: Third Quarter 2007 &qout;preliminary&qout; estimates","http://bea.gov/newsreleases/national/gdp/2007/gdp307p.htm",11/29/07
"500 error","U.S. International Trade in Goods and Services: September 2007","http://bea.gov/newsreleases/international/trade/2007/trad0907.htm",11/09/07
"500 error","Personal Income and Outlays, September 2007","http://bea.gov/newsreleases/national/pi/2007/pi0907.htm",11/01/07
"500 error","Gross Domestic Product: Third Quarter 2007 &qout;advance&qout; estimates","http://bea.gov/newsreleases/national/gdp/2007/gdp307a.htm",10/31/07
"500 error","U.S. International Trade in Goods and Services: August 2007","http://bea.gov/newsreleases/international/trade/2007/trad0807.htm",10/11/07
"500 error","Gross Domestic Product and Corporate Profits, 1st quarter 2007 (preliminary)","http://bea.gov/newsreleases/national/gdp/2007/gdp107p.htm",05/31/07
"500 error","U.S. International Trade in Goods and Services: March 2007","http://bea.gov/newsreleases/international/trade/2007/trad0307.htm",05/10/07
"500 error","Personal Income and Outlays, August 2007","http://bea.gov/newsreleases/national/pi/2007/pi0807.htm",09/28/07
"500 error","Gross Domestic Product, 2nd quarter 2007 (final); Corporate Profits, 2nd quarter 2007","http://bea.gov/newsreleases/national/gdp/2007/gdp207f.htm",09/26/07
"500 error","Gross Domestic Product by Metropolitan Area, 2001-2005","http://bea.gov/newsreleases/regional/gdp_metro/2007/gdp_metro0907.htm",09/26/07
"500 error","Tourism Satellite Accounts, Second Quarter 2007","http://bea.gov/newsreleases/industry/tourism/2007/tour207.htm",09/24/07
"500 error","Benchmark Input-Output Accounts of the U.S. Economy, 2002","http://bea.gov/newsreleases/industry/io/2007/io907.htm",09/21/07
"500 error","State Quarterly Personal Income, 1st quarter 2004-2nd quarter 2007; Revised State Personal Income, 2004-2006","http://bea.gov/newsreleases/regional/spi/2007/spi0907.htm",09/20/07
"500 error","U.S. International Transactions: Second Quarter 2007","http://bea.gov/newsreleases/international/transactions/2007/trans207.htm",09/14/07
"500 error","U.S. International Trade in Goods and Services: July 2007","http://bea.gov/newsreleases/international/trade/2007/trad0707.htm",09/11/07
"500 error","Personal Income and Outlays, July 2007","http://bea.gov/newsreleases/national/pi/2007/pi0707.htm",08/31/07
"500 error","Gross Domestic Product: Second Quarter 2007 &qout;preliminary&qout; estimates","http://bea.gov/newsreleases/national/gdp/2007/gdp207p.htm",08/30/07
"500 error","U.S. International Trade in Goods and Services: June 2007","http://bea.gov/newsreleases/international/trade/2007/trad0607.htm",08/14/07
"500 error","Personal Income for Metropolitan Areas, 2006","http://bea.gov/newsreleases/regional/mpi/2007/mpi0807.htm",08/07/07
"500 error","Personal Income and Outlays, June 2007","http://bea.gov/newsreleases/national/pi/2007/pi0607.htm",07/31/07
"500 error","Gross Domestic Product: Second Quarter 2007 &qout;advance&qout; estimates","http://bea.gov/newsreleases/national/gdp/2007/gdp207a.htm",07/27/07
"500 error","U.S. International Trade in Goods and Services: May 2007","http://bea.gov/newsreleases/international/trade/2007/trad0507.htm",07/12/07
"500 error","Personal Income and Outlays, May 2007","http://bea.gov/newsreleases/national/pi/2007/pi0507.htm",06/29/07
"500 error","Gross Domestic Product and Corporate Profits: First Quarter 2007 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2007/gdp107f.htm",06/28/07
"500 error","U.S. International Investment Position, 2006","http://bea.gov/newsreleases/international/intinv/2007/intinv06.htm",06/28/07
"500 error","State Personal Income: First Quarter 2007","http://bea.gov/newsreleases/regional/spi/2007/spi0607.htm",06/21/07
"500 error","Tourism Satellite Accounts, First Quarter 2007","http://bea.gov/newsreleases/industry/tourism/2007/tour107.htm",06/20/07
"500 error","U.S. International Transactions: First Quarter 2007","http://bea.gov/newsreleases/international/transactions/2007/trans107.htm",06/15/07
"500 error","U.S. International Trade in Goods and Services: April 2007","http://bea.gov/newsreleases/international/trade/2007/trad0407.htm",06/08/07
"500 error","U.S. International Trade in Goods and Services: Annual Revision for 2006","http://bea.gov/newsreleases/international/trade/2007/trad1307.htm",06/08/07
"500 error","Gross Domestic Product by State, Advance 2006 Estimates and Revised 2003-2005","http://bea.gov/newsreleases/regional/gdp_state/2007/gsp0607.htm",06/07/07
"500 error","Foreign Investors' Spending, 2006","http://bea.gov/newsreleases/international/fdi/2007/fdi06.htm",06/05/07
"500 error","Personal Income and Outlays, April 2007","http://bea.gov/newsreleases/national/pi/2007/pi0407.htm",06/01/07
"500 error","Personal Income and Outlays, March 2007","http://bea.gov/newsreleases/national/pi/2007/pi0307.htm",04/30/07
"500 error","Gross Domestic Product, 1st quarter 2007 (advance)","http://bea.gov/newsreleases/national/gdp/2007/gdp107a.htm",04/27/07
"500 error","Local Area Personal Income, 2005","http://bea.gov/newsreleases/regional/lapi/2007/lapi0407.htm",04/26/07
"500 error","Advance Gross Domestic Product (GDP) by Industry","http://bea.gov/newsreleases/industry/gdpindustry/2007/gdpind06.htm",04/24/07
"500 error","Summary Estimates for Multinational Companies: Employment, Sales, and Capital Expenditures for 2005","http://bea.gov/newsreleases/international/mnc/2007/mnc2005.htm",04/19/07
"500 error","U.S. International Trade in Goods and Services: February 2007","http://bea.gov/newsreleases/international/trade/2007/trad0207.htm",04/13/07
"500 error","Personal Income and Outlays, February 2007","http://bea.gov/newsreleases/national/pi/2007/pi0207.htm",03/30/07
"500 error","Gross Domestic Product, 4th quarter 2006 (final); Corporate Profits, 4th quarter 2006","http://bea.gov/newsreleases/national/gdp/2007/gdp406f.htm",03/29/07
"07-11","State Quarterly Personal Income, 1st quarter 2003-4th quarter 2006; State Annual Personal Income, 2006 (preliminary)","http://bea.gov/newsreleases/regional/spi/2007/spi0307.htm",03/27/07
"500 error","Tourism Satellite Accounts, Fourth Quarter 2006","http://bea.gov/newsreleases/industry/tourism/2006/tour406.htm",03/20/07
"500 error","U.S. International Transactions: Fourth Quarter 2006","http://bea.gov/newsreleases/international/transactions/2007/trans406.htm",03/14/07
"500 error","U.S. Trade in Goods and Services, January 2007","http://bea.gov/newsreleases/international/trade/2007/trad0107.htm",03/09/07
"500 error","Personal Income and Outlays, January 2007","http://bea.gov/newsreleases/national/pi/2007/pi0107.htm",03/01/07
"500 error","Gross Domestic Product, 4th quarter 2006 (preliminary)","http://bea.gov/newsreleases/national/gdp/2007/gdp406p.htm",02/28/07
"500 error","Personal Income and Outlays, December 2006","http://bea.gov/newsreleases/national/pi/2007/pi1206.htm",02/01/07
"500 error","Gross Domestic Product, 4th quarter 2006 (advance)","http://bea.gov/newsreleases/national/gdp/2007/gdp406a.htm",01/31/07
"500 error","U.S. International Trade in Goods and Services: November 2006","http://bea.gov/newsreleases/international/trade/2007/trad1106.htm",01/10/07
